"name";"lat";"lng";"postal_code";"population"
"Midland, TX";32.0199;-102.1476;"79707";37590
"Ackerly, TX";32.5273;-101.716;"79713";344
"Andrews, TX";32.3201;-102.5409;"79714";17215
"Balmorhea, TX";30.9843;-103.7446;"79718";810
"Barstow, TX";31.4639;-103.3971;"79719";667
"Big Spring, TX";32.2787;-101.4578;"79720";35080
"Coyanosa, TX";31.2295;-103.0538;"79730";298
"Crane, TX";31.3969;-102.3544;"79731";4591
"Forsan, TX";32.1105;-101.3669;"79733";207
"Fort Davis, TX";30.6131;-103.9364;"79734";2110
"Fort Stockton, TX";30.8908;-102.8799;"79735";13694
"Gail, TX";32.7523;-101.45;"79738";254
"Garden City, TX";31.8491;-101.5269;"79739";1047
"Goldsmith, TX";31.9541;-102.625;"79741";240
"Grandfalls, TX";31.3459;-102.8568;"79742";465
"Imperial, TX";31.2729;-102.6926;"79743";393
"Iraan, TX";30.9156;-101.9152;"79744";1151
"Kermit, TX";31.855;-103.0913;"79745";6656
"Knott, TX";32.4125;-101.6517;"79748";161
"Lenorah, TX";32.3046;-101.8762;"79749";344
"Mc Camey, TX";31.1319;-102.2153;"79752";2395
"Mentone, TX";31.7068;-103.5988;"79754";63
"Midkiff, TX";31.5424;-101.9244;"79755";219
"Monahans, TX";31.5813;-102.9003;"79756";9562
"Gardendale, TX";32.0245;-102.3572;"79758";1894
"Notrees, TX";31.8599;-102.7413;"79759";14
"Odessa, TX";31.8579;-102.3523;"79761";34203
"Odessa, TX";31.889;-102.3548;"79762";43792
"Odessa, TX";31.8341;-102.4162;"79763";36883
"Odessa, TX";31.8767;-102.4375;"79764";21603
"Odessa, TX";31.9375;-102.3944;"79765";12199
"Odessa, TX";31.7827;-102.3449;"79766";6597
"Orla, TX";31.864;-103.9297;"79770";41
"Pecos, TX";31.4467;-103.5791;"79772";13343
"Pyote, TX";31.5387;-103.1267;"79777";230
"Rankin, TX";31.2266;-101.9441;"79778";861
"Saragosa, TX";31.0428;-103.6364;"79780";168
"Sheffield, TX";30.6935;-101.86;"79781";334
"Stanton, TX";32.14;-101.8099;"79782";4449
"Tarzan, TX";32.3575;-101.9607;"79783";333
"Toyah, TX";31.282;-103.8057;"79785";113
"Wickett, TX";31.5692;-103.0067;"79788";421
"Wink, TX";31.7527;-103.1561;"79789";1043
"Anthony, TX";31.9907;-106.5976;"79821";7011
"Alpine, TX";30.2631;-103.6541;"79830";7894
"Alpine, TX";30.3068;-103.6704;"79831";11
"Big Bend National Park, TX";29.2924;-103.2963;"79834";163
"Canutillo, TX";31.9344;-106.5929;"79835";12533
"Clint, TX";31.5494;-106.2038;"79836";5694
"Dell City, TX";31.924;-105.2099;"79837";423
"Fabens, TX";31.4745;-106.1589;"79838";7552
"Fort Hancock, TX";31.2985;-105.8452;"79839";1736
"Marathon, TX";30.1886;-103.2214;"79842";454
"Marfa, TX";30.293;-104.0848;"79843";2283
"Presidio, TX";29.5573;-104.3551;"79845";4753
"Redford, TX";29.4702;-104.0055;"79846";88
"Salt Flat, TX";31.8244;-105.2212;"79847";72
"Sanderson, TX";30.1221;-102.3974;"79848";725
"San Elizario, TX";31.5508;-106.2507;"79849";12472
"Sierra Blanca, TX";31.1938;-105.3219;"79851";1064
"Terlingua, TX";29.3165;-103.5597;"79852";666
"Tornillo, TX";31.4407;-106.0765;"79853";3048
"Valentine, TX";30.62;-104.4811;"79854";118
"Van Horn, TX";31.0391;-104.8245;"79855";2254
"El Paso, TX";31.7584;-106.4783;"79901";10351
"El Paso, TX";31.7763;-106.4932;"79902";20750
"El Paso, TX";31.7862;-106.4406;"79903";16585
"El Paso, TX";31.8533;-106.4381;"79904";34060
"El Paso, TX";31.7674;-106.4304;"79905";24526
"El Paso, TX";31.8092;-106.4247;"79906";4863
"El Paso, TX";31.7089;-106.3293;"79907";54337
"El Paso, TX";31.8265;-106.3857;"79908";4798
"El Paso, TX";31.8925;-106.5426;"79911";3908
"El Paso, TX";31.8383;-106.5364;"79912";79492
"El Paso, TX";31.7432;-106.3686;"79915";36622
"Fort Bliss, TX";31.8136;-106.4122;"79916";2968
"El Paso, TX";31.8214;-106.4614;"79920";46
"El Paso, TX";31.8218;-106.5732;"79922";8581
"El Paso, TX";31.9021;-106.4149;"79924";59901
"El Paso, TX";31.7814;-106.3613;"79925";39990
"El Paso, TX";31.6446;-106.2737;"79927";40304
"El Paso, TX";31.6631;-106.1401;"79928";57415
"El Paso, TX";31.8048;-106.4568;"79930";30029
"El Paso, TX";31.8623;-106.5932;"79932";27697
"El Paso, TX";31.9386;-106.4073;"79934";24879
"El Paso, TX";31.7718;-106.3303;"79935";18227
"El Paso, TX";31.7677;-106.3016;"79936";113255
"El Paso, TX";31.8045;-105.9661;"79938";71965
"El Paso, TX";31.6948;-106.3;"79942";18
"Arvada, CO";39.7945;-105.0984;"80002";18461
"Arvada, CO";39.8286;-105.0655;"80003";36341
"Arvada, CO";39.8141;-105.1177;"80004";37152
"Arvada, CO";39.8422;-105.1097;"80005";28634
"Arvada, CO";39.8634;-105.1724;"80007";8691
"Aurora, CO";39.7368;-104.8646;"80010";43389
"Aurora, CO";39.7378;-104.8152;"80011";49110
"Aurora, CO";39.6987;-104.8377;"80012";50782
"Aurora, CO";39.6575;-104.7846;"80013";72168
"Aurora, CO";39.6662;-104.835;"80014";38502
"Aurora, CO";39.6255;-104.7874;"80015";65940
"Aurora, CO";39.6012;-104.7394;"80016";49384
"Aurora, CO";39.6948;-104.7881;"80017";35251
"Aurora, CO";39.7102;-104.7071;"80018";11701
"Aurora, CO";39.7656;-104.7069;"80019";2578
"Broomfield, CO";39.9245;-105.0609;"80020";48928
"Broomfield, CO";39.8854;-105.1139;"80021";32245
"Commerce City, CO";39.8259;-104.9113;"80022";46985
"Broomfield, CO";39.9619;-105.0148;"80023";19654
"Dupont, CO";39.8445;-104.9188;"80024";369
"Eldorado Springs, CO";39.9324;-105.288;"80025";517
"Lafayette, CO";39.998;-105.0963;"80026";28903
"Louisville, CO";39.9789;-105.1456;"80027";32989
"Westminster, CO";39.8302;-105.037;"80030";16293
"Westminster, CO";39.8753;-105.0345;"80031";36283
"Wheat Ridge, CO";39.774;-105.0962;"80033";24653
"Aurora, CO";39.7467;-104.8384;"80045";759
"Agate, CO";39.4203;-103.9846;"80101";430
"Bennett, CO";39.7589;-104.4275;"80102";5275
"Byers, CO";39.6985;-104.2019;"80103";2736
"Castle Rock, CO";39.3722;-104.8561;"80104";29033
"Deer Trail, CO";39.5931;-104.068;"80105";1287
"Elbert, CO";39.0969;-104.5746;"80106";4608
"Elizabeth, CO";39.3836;-104.592;"80107";12424
"Castle Rock, CO";39.4455;-104.853;"80108";25178
"Castle Rock, CO";39.3643;-104.9014;"80109";19794
"Englewood, CO";39.6463;-105.0092;"80110";21794
"Englewood, CO";39.6123;-104.8799;"80111";31925
"Englewood, CO";39.5805;-104.9011;"80112";32564
"Englewood, CO";39.6405;-104.9614;"80113";22213
"Franktown, CO";39.3728;-104.7256;"80116";3987
"Kiowa, CO";39.324;-104.4523;"80117";2621
"Larkspur, CO";39.2011;-104.8546;"80118";6354
"Littleton, CO";39.5994;-105.0044;"80120";30825
"Littleton, CO";39.6111;-104.9532;"80121";19343
"Littleton, CO";39.5814;-104.9557;"80122";31808
"Littleton, CO";39.6206;-105.0901;"80123";45802
"Lone Tree, CO";39.5517;-104.8863;"80124";20014
"Littleton, CO";39.4845;-105.0561;"80125";10685
"Littleton, CO";39.5437;-104.9691;"80126";44220
"Littleton, CO";39.592;-105.1328;"80127";44691
"Littleton, CO";39.5918;-105.0832;"80128";35689
"Littleton, CO";39.5397;-105.0109;"80129";30074
"Littleton, CO";39.5414;-104.9218;"80130";29506
"Louviers, CO";39.4764;-105.0075;"80131";206
"Monument, CO";39.1007;-104.8542;"80132";20555
"Palmer Lake, CO";39.1205;-104.9148;"80133";2457
"Parker, CO";39.4895;-104.8447;"80134";61098
"Sedalia, CO";39.3113;-105.0676;"80135";3961
"Strasburg, CO";39.7814;-104.2683;"80136";5063
"Watkins, CO";39.7623;-104.5834;"80137";1556
"Parker, CO";39.5102;-104.7216;"80138";32114
"Denver, CO";39.7491;-104.9946;"80202";12643
"Denver, CO";39.7313;-104.9811;"80203";20515
"Denver, CO";39.734;-105.0259;"80204";32306
"Denver, CO";39.759;-104.9661;"80205";32546
"Denver, CO";39.7331;-104.9524;"80206";23515
"Denver, CO";39.7584;-104.9177;"80207";25343
"Denver, CO";39.7074;-104.9686;"80209";25246
"Denver, CO";39.679;-104.9631;"80210";35987
"Denver, CO";39.7665;-105.0204;"80211";33258
"Denver, CO";39.7683;-105.0493;"80212";19422
"Denver, CO";39.7436;-105.0643;"80214";25252
"Denver, CO";39.7435;-105.1009;"80215";19263
"Denver, CO";39.7835;-104.9669;"80216";12462
"Denver, CO";39.7327;-104.9717;"80218";18786
"Denver, CO";39.6956;-105.0341;"80219";67342
"Denver, CO";39.7312;-104.9129;"80220";35715
"Denver, CO";39.838;-104.9988;"80221";40484
"Denver, CO";39.671;-104.9279;"80222";21272
"Denver, CO";39.7002;-105.0028;"80223";19674
"Denver, CO";39.688;-104.9108;"80224";19065
"Denver, CO";39.7123;-105.0918;"80226";32312
"Denver, CO";39.6667;-105.0854;"80227";34983
"Denver, CO";39.6888;-105.156;"80228";32447
"Denver, CO";39.8671;-104.9227;"80229";54121
"Denver, CO";39.7218;-104.8951;"80230";8491
"Denver, CO";39.6793;-104.8843;"80231";35910
"Denver, CO";39.6895;-105.0908;"80232";22398
"Denver, CO";39.9015;-104.9407;"80233";49579
"Denver, CO";39.9108;-105.0109;"80234";26861
"Denver, CO";39.6472;-105.0795;"80235";7902
"Denver, CO";39.6535;-105.0376;"80236";18484
"Denver, CO";39.6431;-104.8987;"80237";19873
"Denver, CO";39.7392;-104.9847;"80238";14854
"Denver, CO";39.7878;-104.8288;"80239";45839
"Thornton, CO";39.868;-104.9719;"80241";33760
"Denver, CO";39.7086;-104.9312;"80246";13284
"Denver, CO";39.6971;-104.8819;"80247";27456
"Denver, CO";39.7783;-104.7557;"80249";29024
"Denver, CO";39.8672;-105.0041;"80260";34801
"Denver, CO";39.7426;-104.9863;"80264";0
"Denver, CO";39.7436;-104.9876;"80290";0
"Denver, CO";39.7458;-104.9907;"80293";0
"Denver, CO";39.7491;-104.989;"80294";0
"Boulder, CO";40.0497;-105.2143;"80301";25099
"Boulder, CO";40.0172;-105.2851;"80302";28484
"Boulder, CO";39.9914;-105.2392;"80303";24321
"Boulder, CO";40.0375;-105.2771;"80304";26732
"Boulder, CO";39.9807;-105.2531;"80305";17643
"Boulder, CO";40.0878;-105.3735;"80310";6642
"Golden, CO";39.7305;-105.1915;"80401";41073
"Golden, CO";39.8232;-105.2825;"80403";18498
"Golden, CO";39.522;-105.2239;"80419";0
"Alma, CO";39.2839;-106.0628;"80420";791
"Bailey, CO";39.4482;-105.4693;"80421";8698
"Black Hawk, CO";39.816;-105.4753;"80422";4686
"Bond, CO";39.8691;-106.6763;"80423";204
"Breckenridge, CO";39.4753;-106.0225;"80424";9847
"Buffalo Creek, CO";39.3867;-105.2703;"80425";305
"Burns, CO";39.8739;-106.8856;"80426";77
"Central City, CO";39.8019;-105.5142;"80427";762
"Clark, CO";40.7268;-106.9215;"80428";728
"Como, CO";39.1587;-105.817;"80432";159
"Conifer, CO";39.5197;-105.3169;"80433";8333
"Cowdrey, CO";40.8597;-106.3131;"80434";26
"Dillon, CO";39.5952;-105.9741;"80435";7248
"Dumont, CO";39.7647;-105.6003;"80436";462
"Empire, CO";39.7614;-105.6844;"80438";411
"Evergreen, CO";39.6374;-105.3402;"80439";24130
"Fairplay, CO";39.2256;-105.9994;"80440";2503
"Fraser, CO";39.945;-105.8172;"80442";2301
"Frisco, CO";39.5589;-106.1332;"80443";3755
"Georgetown, CO";39.7061;-105.6975;"80444";1233
"Granby, CO";40.0739;-105.9285;"80446";4200
"Grand Lake, CO";40.2289;-105.8605;"80447";1487
"Grant, CO";39.4612;-105.6583;"80448";210
"Hartsel, CO";38.9673;-105.8788;"80449";816
"Hot Sulphur Springs, CO";40.0712;-106.0693;"80451";890
"Idaho Springs, CO";39.7402;-105.5983;"80452";3100
"Idledale, CO";39.6684;-105.2442;"80453";337
"Indian Hills, CO";39.6296;-105.2514;"80454";1279
"Jamestown, CO";40.1155;-105.3886;"80455";411
"Jefferson, CO";39.2759;-105.6865;"80456";844
"Kittredge, CO";39.6481;-105.2782;"80457";484
"Kremmling, CO";40.0632;-106.3955;"80459";2531
"Leadville, CO";39.2497;-106.3015;"80461";7248
"Mc Coy, CO";39.9134;-106.7309;"80463";153
"Morrison, CO";39.6125;-105.1746;"80465";16404
"Nederland, CO";39.9703;-105.4813;"80466";3678
"Oak Creek, CO";40.2567;-106.9296;"80467";2139
"Parshall, CO";39.9539;-106.093;"80468";330
"Phippsburg, CO";40.1907;-106.9735;"80469";324
"Pine, CO";39.4667;-105.3741;"80470";3315
"Pinecliffe, CO";39.9474;-105.4593;"80471";0
"Rand, CO";40.4667;-106.1857;"80473";5
"Shawnee, CO";39.4211;-105.5542;"80475";77
"Silver Plume, CO";39.6996;-105.7507;"80476";223
"Steamboat Springs, CO";40.3482;-106.9269;"80477";149
"Tabernash, CO";39.9797;-105.8615;"80478";1708
"Toponas, CO";40.0603;-106.8081;"80479";11
"Walden, CO";40.71;-106.2767;"80480";1275
"Ward, CO";40.0726;-105.508;"80481";667
"Winter Park, CO";39.8939;-105.7845;"80482";1019
"Yampa, CO";40.1304;-106.9116;"80483";710
"Steamboat Springs, CO";40.6327;-106.9318;"80487";17575
"Steamboat Springs, CO";40.6197;-106.8607;"80488";85
"Silverthorne, CO";39.6411;-106.108;"80497";600
"Silverthorne, CO";39.7647;-106.2211;"80498";7819
"Longmont, CO";40.1779;-105.1009;"80501";42667
"Longmont, CO";40.1559;-105.1624;"80503";32918
"Longmont, CO";40.1306;-104.9504;"80504";50807
"Allenspark, CO";40.2268;-105.5201;"80510";461
"Estes Park, CO";40.6281;-105.5692;"80511";150
"Bellvue, CO";40.6265;-105.261;"80512";1732
"Berthoud, CO";40.2993;-105.1055;"80513";11498
"Dacono, CO";40.0836;-104.9297;"80514";4729
"Drake, CO";40.4275;-105.3831;"80515";1078
"Erie, CO";40.0597;-105.0686;"80516";23492
"Estes Park, CO";40.3658;-105.5142;"80517";9158
"Firestone, CO";40.1125;-104.9366;"80520";1440
"Fort Collins, CO";40.5813;-105.1039;"80521";37170
"Fort Collins, CO";40.5986;-105.0581;"80524";33575
"Fort Collins, CO";40.5384;-105.0547;"80525";52612
"Fort Collins, CO";40.5473;-105.1076;"80526";46175
"Fort Collins, CO";40.4961;-105.0002;"80528";20027
"Frederick, CO";40.0978;-104.9293;"80530";4236
"Glen Haven, CO";40.4578;-105.447;"80532";123
"Johnstown, CO";40.3355;-104.9236;"80534";16364
"Laporte, CO";40.6347;-105.1488;"80535";2493
"Livermore, CO";40.8701;-105.3766;"80536";2264
"Loveland, CO";40.3849;-105.0916;"80537";43235
"Loveland, CO";40.4262;-105.09;"80538";45553
"Lyons, CO";40.2357;-105.3231;"80540";4709
"Mead, CO";40.2347;-104.9994;"80542";4221
"Milliken, CO";40.3294;-104.8552;"80543";6361
"Niwot, CO";40.1039;-105.1708;"80544";34
"Red Feather Lakes, CO";40.8659;-105.6893;"80545";600
"Severance, CO";40.525;-104.8505;"80546";302
"Timnath, CO";40.5291;-104.9853;"80547";1669
"Wellington, CO";40.7255;-105.0318;"80549";10110
"Windsor, CO";40.4837;-104.8994;"80550";23718
"Brighton, CO";39.943;-104.7866;"80601";37139
"Brighton, CO";39.9636;-104.9072;"80602";31403
"Brighton, CO";39.9515;-104.7746;"80603";12260
"Ault, CO";40.5938;-104.7356;"80610";3042
"Briggsdale, CO";40.6392;-104.2871;"80611";730
"Carr, CO";40.8666;-104.8859;"80612";396
"Eaton, CO";40.5273;-104.7146;"80615";8023
"Evans, CO";40.3803;-104.6971;"80620";19177
"Fort Lupton, CO";40.108;-104.8013;"80621";11893
"Galeton, CO";40.5378;-104.4585;"80622";245
"Gilcrest, CO";40.2854;-104.7825;"80623";946
"Gill, CO";40.4696;-104.5;"80624";1283
"Greeley, CO";40.385;-104.6806;"80631";53871
"Greeley, CO";40.4109;-104.7541;"80634";55570
"Henderson, CO";39.8983;-104.8718;"80640";13308
"Hudson, CO";40.0606;-104.6532;"80642";4037
"Keenesburg, CO";40.0958;-104.4464;"80643";3268
"Kersey, CO";40.3963;-104.5288;"80644";3509
"La Salle, CO";40.3211;-104.7268;"80645";4417
"Nunn, CO";40.7265;-104.785;"80648";1094
"Orchard, CO";40.3639;-104.0973;"80649";228
"Pierce, CO";40.6359;-104.7638;"80650";1416
"Platteville, CO";40.2131;-104.8028;"80651";4282
"Roggen, CO";40.0878;-104.282;"80652";350
"Weldona, CO";40.3681;-103.9678;"80653";891
"Wiggins, CO";40.1598;-104.0468;"80654";2737
"Fort Morgan, CO";40.2541;-103.8031;"80701";15469
"Log Lane Village, CO";40.2707;-103.8338;"80705";1235
"Akron, CO";40.1803;-103.2259;"80720";2779
"Amherst, CO";40.6824;-102.1706;"80721";160
"Atwood, CO";40.5082;-103.2749;"80722";306
"Brush, CO";40.2603;-103.6279;"80723";7133
"Crook, CO";40.8747;-102.8472;"80726";736
"Eckley, CO";40.1138;-102.4828;"80727";419
"Fleming, CO";40.637;-102.8688;"80728";1096
"Grover, CO";40.8716;-104.2346;"80729";567
"Haxtun, CO";40.6406;-102.6052;"80731";1466
"Hillrose, CO";40.3459;-103.5057;"80733";423
"Holyoke, CO";40.5825;-102.2825;"80734";2827
"Idalia, CO";39.8167;-102.4262;"80735";556
"Iliff, CO";40.7692;-103.0968;"80736";517
"Julesburg, CO";40.9708;-102.2575;"80737";1628
"Lindon, CO";39.7909;-103.4142;"80740";162
"Merino, CO";40.5708;-103.4719;"80741";863
"New Raymer, CO";40.6851;-103.839;"80742";178
"Otis, CO";40.203;-102.9392;"80743";1000
"Ovid, CO";40.9459;-102.3874;"80744";455
"Padroni, CO";40.8842;-103.3728;"80745";218
"Paoli, CO";40.6106;-102.4722;"80746";77
"Peetz, CO";40.9519;-103.1166;"80747";488
"Sedgwick, CO";40.9103;-102.5291;"80749";275
"Snyder, CO";40.3307;-103.5971;"80750";281
"Sterling, CO";40.6306;-103.2212;"80751";17628
"Stoneham, CO";40.687;-103.6387;"80754";150
"Vernon, CO";39.9331;-102.3193;"80755";115
"Woodrow, CO";39.805;-103.5752;"80757";348
"Wray, CO";40.0685;-102.393;"80758";3862
"Yuma, CO";40.1301;-102.7072;"80759";4547
"Anton, CO";39.6909;-103.1373;"80801";121
"Arapahoe, CO";38.8417;-102.194;"80802";370
"Arriba, CO";39.3025;-103.271;"80804";279
"Bethune, CO";39.3448;-102.4281;"80805";487
"Burlington, CO";39.3106;-102.2583;"80807";5533
"Calhan, CO";38.9648;-104.3553;"80808";6093
"Cascade, CO";38.8967;-104.9722;"80809";1374
"Cheyenne Wells, CO";38.8198;-102.3582;"80810";1158
"Cope, CO";39.6848;-102.9904;"80812";200
"Cripple Creek, CO";38.8261;-105.1499;"80813";1808
"Divide, CO";38.9576;-105.1994;"80814";3387
"Flagler, CO";39.3127;-103.0624;"80815";724
"Florissant, CO";38.8546;-105.3121;"80816";5587
"Fountain, CO";38.6996;-104.7005;"80817";29006
"Genoa, CO";39.3383;-103.4607;"80818";215
"Green Mountain Falls, CO";38.9389;-105.0094;"80819";727
"Guffey, CO";38.8146;-105.5784;"80820";616
"Hugo, CO";39.0843;-103.499;"80821";1074
"Joes, CO";39.6564;-102.6788;"80822";282
"Karval, CO";38.7119;-103.5006;"80823";145
"Kirk, CO";39.6171;-102.4776;"80824";218
"Kit Carson, CO";38.804;-102.8198;"80825";465
"Lake George, CO";39.0342;-105.4347;"80827";682
"Limon, CO";39.2713;-103.6856;"80828";3653
"Manitou Springs, CO";38.855;-104.9058;"80829";5893
"Matheson, CO";39.132;-103.9132;"80830";196
"Peyton, CO";38.9541;-104.5472;"80831";23929
"Ramah, CO";39.0736;-104.1247;"80832";619
"Rush, CO";38.7642;-104.0241;"80833";686
"Seibert, CO";39.3183;-102.8822;"80834";227
"Simla, CO";39.2087;-104.0702;"80835";999
"Stratton, CO";39.3087;-102.5979;"80836";1101
"Usaf Academy, CO";39.0896;-103.8188;"80840";5957
"Victor, CO";38.731;-105.1321;"80860";654
"Vona, CO";39.3236;-102.7393;"80861";271
"Wild Horse, CO";38.8041;-103.0798;"80862";50
"Woodland Park, CO";38.9969;-105.0623;"80863";12322
"Yoder, CO";38.7753;-104.2184;"80864";1267
"Colorado Springs, CO";38.7536;-104.8063;"80902";12728
"Colorado Springs, CO";38.8388;-104.8145;"80903";15318
"Colorado Springs, CO";38.8533;-104.8595;"80904";20289
"Colorado Springs, CO";38.8377;-104.837;"80905";18314
"Colorado Springs, CO";38.7902;-104.8199;"80906";36834
"Colorado Springs, CO";38.876;-104.817;"80907";27745
"Colorado Springs, CO";39.0237;-104.6933;"80908";15355
"Colorado Springs, CO";38.852;-104.7735;"80909";38262
"Colorado Springs, CO";38.8152;-104.7703;"80910";30749
"Colorado Springs, CO";38.7457;-104.7223;"80911";32530
"Colorado Springs, CO";38.73;-104.7536;"80913";3397
"Colorado Springs, CO";38.8192;-104.7012;"80914";389
"Colorado Springs, CO";38.8558;-104.7134;"80915";20329
"Colorado Springs, CO";38.8076;-104.7403;"80916";38837
"Colorado Springs, CO";38.886;-104.7399;"80917";31685
"Colorado Springs, CO";38.9129;-104.7734;"80918";49522
"Colorado Springs, CO";38.9268;-104.8464;"80919";28429
"Colorado Springs, CO";38.9497;-104.767;"80920";39212
"Colorado Springs, CO";39.0487;-104.814;"80921";20962
"Colorado Springs, CO";38.905;-104.6982;"80922";28066
"Colorado Springs, CO";38.9189;-104.7045;"80923";28192
"Colorado Springs, CO";38.9676;-104.7211;"80924";7294
"Colorado Springs, CO";38.7378;-104.6459;"80925";8658
"Colorado Springs, CO";38.6981;-104.8505;"80926";1585
"Colorado Springs, CO";38.9286;-104.6583;"80927";1997
"Colorado Springs, CO";38.6233;-104.457;"80928";1324
"Colorado Springs, CO";38.7968;-104.6079;"80929";209
"Colorado Springs, CO";38.8289;-104.5269;"80930";1652
"Colorado Springs, CO";38.9047;-104.6634;"80938";128
"Colorado Springs, CO";38.8776;-104.6774;"80939";0
"Colorado Springs, CO";38.8881;-104.6556;"80951";4013
"Pueblo, CO";38.2879;-104.5848;"81001";30989
"Pueblo, CO";38.2843;-104.6234;"81003";14984
"Pueblo, CO";38.2441;-104.6278;"81004";26345
"Pueblo, CO";38.2352;-104.66;"81005";30377
"Pueblo, CO";38.2447;-104.5318;"81006";12029
"Pueblo, CO";38.387;-104.7792;"81007";30495
"Pueblo, CO";38.3133;-104.6284;"81008";10263
"Colorado City, CO";37.9441;-104.8412;"81019";1847
"Aguilar, CO";37.3933;-104.6769;"81020";762
"Arlington, CO";38.4068;-103.3697;"81021";16
"Avondale, CO";38.1025;-104.5298;"81022";1520
"Beulah, CO";38.0837;-104.9724;"81023";1358
"Boncarbo, CO";37.2081;-104.7198;"81024";149
"Boone, CO";38.2646;-104.2585;"81025";707
"Branson, CO";37.0518;-103.8741;"81027";127
"Campo, CO";37.1195;-102.5464;"81029";200
"Cheraw, CO";38.107;-103.5102;"81030";171
"Crowley, CO";38.1931;-103.8561;"81033";148
"Eads, CO";38.4408;-102.5549;"81036";1032
"Fort Lyon, CO";37.9555;-103.0725;"81038";0
"Fowler, CO";38.1231;-104.0299;"81039";1642
"Gardner, CO";37.7878;-105.1849;"81040";330
"Granada, CO";38.0545;-102.3271;"81041";826
"Hartman, CO";38.1195;-102.2168;"81043";41
"Hasty, CO";37.959;-103.015;"81044";355
"Haswell, CO";38.4474;-103.1505;"81045";63
"Holly, CO";38.0205;-102.1415;"81047";1635
"Kim, CO";37.3328;-103.3736;"81049";273
"La Junta, CO";37.9546;-103.6644;"81050";9287
"Lamar, CO";38.0841;-102.6192;"81052";8928
"Las Animas, CO";37.923;-103.0884;"81054";4802
"La Veta, CO";37.5117;-105.0575;"81055";1250
"Mc Clave, CO";38.085;-102.8869;"81057";495
"Manzanola, CO";38.1109;-103.8766;"81058";881
"Model, CO";37.5192;-104.223;"81059";579
"Olney Springs, CO";38.2019;-103.941;"81062";2139
"Ordway, CO";38.2095;-103.8003;"81063";2668
"Pritchett, CO";37.2723;-102.9145;"81064";287
"Rocky Ford, CO";38.049;-103.7251;"81067";6006
"Rye, CO";37.9236;-104.9303;"81069";1667
"Sheridan Lake, CO";38.4667;-102.2921;"81071";354
"Springfield, CO";37.4067;-102.6173;"81073";1925
"Sugar City, CO";38.2444;-103.6556;"81076";550
"Swink, CO";38.0145;-103.6283;"81077";652
"Trinchera, CO";37.0757;-104.1184;"81081";39
"Trinidad, CO";37.2691;-104.5038;"81082";11663
"Two Buttes, CO";37.5214;-102.4332;"81084";131
"Vilas, CO";37.373;-102.4437;"81087";197
"Walsenburg, CO";37.6465;-104.7798;"81089";4465
"Walsh, CO";37.3521;-102.2537;"81090";973
"Weston, CO";37.1702;-104.8247;"81091";720
"Wiley, CO";38.159;-102.7147;"81092";827
"Alamosa, CO";37.4703;-105.8786;"81101";15680
"Antonito, CO";37.0855;-106.0379;"81120";1926
"Arboles, CO";37.0281;-107.4192;"81121";290
"Bayfield, CO";37.2603;-107.6137;"81122";8036
"Blanca, CO";37.4317;-105.5178;"81123";1010
"Capulin, CO";37.2839;-106.1114;"81124";91
"Center, CO";37.7343;-106.0906;"81125";3367
"Chama, CO";37.162;-105.3783;"81126";202
"Chromo, CO";37.0364;-106.8434;"81128";168
"Conejos, CO";37.1011;-106.0265;"81129";90
"Creede, CO";37.8164;-106.9277;"81130";801
"Crestone, CO";37.953;-105.6879;"81131";1212
"Del Norte, CO";37.6447;-106.4073;"81132";3381
"Fort Garland, CO";37.427;-105.4049;"81133";956
"Hooper, CO";37.7232;-105.8712;"81136";110
"Ignacio, CO";37.1264;-107.6395;"81137";5890
"Jaroso, CO";37.0028;-105.6242;"81138";59
"La Jara, CO";37.2907;-106.0054;"81140";2702
"Manassa, CO";37.1755;-105.9278;"81141";1459
"Moffat, CO";38.0452;-105.8411;"81143";674
"Monte Vista, CO";37.5731;-106.1408;"81144";6850
"Mosca, CO";37.6358;-105.8069;"81146";608
"Pagosa Springs, CO";37.2523;-107.0385;"81147";11623
"Romeo, CO";37.1721;-105.9858;"81148";340
"Saguache, CO";38.0977;-106.1876;"81149";819
"Sanford, CO";37.2583;-105.9047;"81151";1612
"San Luis, CO";37.1066;-105.4781;"81152";1245
"South Fork, CO";37.6725;-106.6125;"81154";1178
"Villa Grove, CO";38.2952;-106.1102;"81155";349
"Salida, CO";38.5259;-105.9978;"81201";8999
"Almont, CO";38.82;-106.6603;"81210";283
"Buena Vista, CO";38.838;-106.1471;"81211";7711
"Canon City, CO";38.4451;-105.2178;"81212";29996
"Cimarron, CO";38.3876;-107.4824;"81220";135
"Coal Creek, CO";38.3611;-105.1483;"81221";264
"Coaldale, CO";38.3824;-105.7843;"81222";515
"Cotopaxi, CO";38.3703;-105.6881;"81223";1412
"Crested Butte, CO";38.8691;-106.9619;"81224";3631
"Crested Butte, CO";38.9006;-106.9631;"81225";1247
"Florence, CO";38.385;-105.1232;"81226";9288
"Monarch, CO";38.5458;-106.2434;"81227";7
"Gunnison, CO";38.5511;-106.931;"81230";9128
"Gunnison, CO";38.7023;-106.9402;"81231";707
"Hillside, CO";38.2653;-105.6117;"81232";7
"Howard, CO";38.41;-105.7698;"81233";849
"Lake City, CO";37.9868;-107.302;"81235";753
"Nathrop, CO";38.7103;-106.1166;"81236";958
"Ohio City, CO";38.5908;-106.6028;"81237";49
