"name";"lat";"lng";"postal_code";"population"
"New Augusta, MS";31.2026;-89.0367;"";1121
"Ovett, MS";31.4738;-89.0396;"";2031
"Petal, MS";31.3472;-89.2222;"";21218
"Picayune, MS";30.5418;-89.691;"";27297
"Poplarville, MS";30.8524;-89.5648;"";11934
"Prentiss, MS";31.6057;-89.8735;"";5553
"Purvis, MS";31.1496;-89.4623;"";12433
"Richton, MS";31.3434;-88.9101;"";8011
"Sandersville, MS";31.7909;-89.0414;"";698
"Sandy Hook, MS";31.0479;-89.8183;"";2283
"Seminary, MS";31.5285;-89.4816;"";5461
"Soso, MS";31.7594;-89.3082;"";2887
"Stringer, MS";31.8447;-89.2621;"";1568
"Sumrall, MS";31.36;-89.5777;"";10151
"Foxworth, MS";31.2473;-89.9311;"";6427
"Gulfport, MS";30.414385;-89.071116;"";91317
"Bay Saint Louis, MS";30.349401;-89.48069;"";16831
"Diamondhead, MS";30.3728;-89.3779;"";8341
"Biloxi, MS";30.422731;-88.950077;"";64611
"Diberville, MS";30.4383;-88.8989;"";9422
"Gautier, MS";30.398;-88.6412;"";17257
"Kiln, MS";30.4875;-89.4187;"";7655
"Long Beach, MS";30.3598;-89.1646;"";17388
"Mc Henry, MS";30.6975;-89.1536;"";2785
"Moss Point, MS";30.486051;-88.50801;"";30997
"Ocean Springs, MS";30.425852;-88.803954;"";39662
"Vancleave, MS";30.5405;-88.6875;"";18314
"Pascagoula, MS";30.380985;-88.56633;"";22194
"Pass Christian, MS";30.3989;-89.2843;"";13674
"Pearlington, MS";30.2508;-89.6011;"";1445
"Perkinston, MS";30.7669;-89.14;"";8090
"Saucier, MS";30.5961;-89.1477;"";12476
"Waveland, MS";30.2914;-89.3837;"";5893
"Wiggins, MS";30.8609;-89.1324;"";9944
"Brookhaven, MS";31.577168;-90.46314;"";23519
"Bogue Chitto, MS";31.4563;-90.4732;"";6464
"Bude, MS";31.4593;-90.8457;"";794
"Centreville, MS";31.0893;-91.096;"";3487
"Crosby, MS";31.291;-91.1849;"";1322
"Fernwood, MS";31.1855;-90.449;"";249
"Gloster, MS";31.1903;-90.924;"";3351
"Jayess, MS";31.4036;-90.1864;"";3729
"Kokomo, MS";31.244;-90.0194;"";1194
"Liberty, MS";31.1384;-90.7133;"";5169
"Mc Call Creek, MS";31.4908;-90.7836;"";1399
"Mccomb, MS";31.210353;-90.427391;"";21584
"Magnolia, MS";31.1217;-90.4831;"";7730
"Meadville, MS";31.4285;-90.8578;"";2797
"Monticello, MS";31.5238;-90.128;"";5170
"Oak Vale, MS";31.442;-89.9827;"";784
"Osyka, MS";31.0217;-90.479;"";1569
"Roxie, MS";31.504;-91.0625;"";2617
"Ruth, MS";31.3795;-90.2867;"";1240
"Silver Creek, MS";31.5755;-90.0173;"";3381
"Smithdale, MS";31.3672;-90.6752;"";2093
"Sontag, MS";31.6524;-90.2043;"";1293
"Summit, MS";31.2975;-90.4654;"";10574
"Tylertown, MS";31.1466;-90.1169;"";12334
"Union Church, MS";31.7105;-90.8259;"";498
"Woodville, MS";31.1459;-91.3076;"";5192
"Columbus, MS";33.498658;-88.411721;"";50790
"Aberdeen, MS";33.8284;-88.538;"";10863
"Ackerman, MS";33.3517;-89.2014;"";3679
"Artesia, MS";33.4115;-88.6443;"";221
"Bellefontaine, MS";33.6487;-89.3101;"";374
"Brooksville, MS";33.2346;-88.5823;"";2034
"Caledonia, MS";33.6865;-88.3145;"";5017
"Cedarbluff, MS";33.6162;-88.8267;"";1668
"Crawford, MS";33.3219;-88.5671;"";1385
"Eupora, MS";33.5494;-89.2904;"";5401
"French Camp, MS";33.2898;-89.3999;"";924
"Hamilton, MS";33.7404;-88.4112;"";3530
"Kilmichael, MS";33.4165;-89.5696;"";1678
"Maben, MS";33.5686;-89.0605;"";2480
"Mantee, MS";33.7052;-89.1051;"";1693
"Mathiston, MS";33.5415;-89.1275;"";2913
"Pheba, MS";33.5961;-88.9518;"";653
"Prairie, MS";33.7836;-88.6642;"";1816
"Starkville, MS";33.4552;-88.8259;"";43449
"Mississippi State, MS";33.4156;-88.7433;"";3066
"Steens, MS";33.5671;-88.3278;"";2981
"Stewart, MS";33.5101;-89.479;"";558
"Sturgis, MS";33.357;-89.0473;"";1971
"Walthall, MS";33.607;-89.2752;"";96
"Weir, MS";33.2645;-89.2804;"";1576
"West Point, MS";33.6076;-88.6503;"";16293
"Woodland, MS";33.8066;-89.0256;"";1581
"Arlington, GA";31.442;-84.7241;"";2213
"Attapulgus, GA";30.7493;-84.4846;"";1956
"Bainbridge, GA";30.908834;-84.575964;"";21297
"Blakely, GA";31.3791;-84.9353;"";8053
"Bluffton, GA";31.52;-84.867;"";446
"Brinson, GA";30.9788;-84.7373;"";1204
"Bronwood, GA";31.8308;-84.364;"";453
"Cairo, GA";30.9148;-84.208;"";19500
"Climax, GA";30.8757;-84.445;"";2399
"Coleman, GA";31.6726;-84.8903;"";519
"Colquitt, GA";31.173;-84.731;"";6110
"Cuthbert, GA";31.7706;-84.7936;"";5417
"Damascus, GA";31.2984;-84.7175;"";766
"Dawson, GA";31.7703;-84.5238;"";8289
"Donalsonville, GA";31.0505;-84.8801;"";7815
"Edison, GA";31.5607;-84.7381;"";1784
"Fort Gaines, GA";31.6264;-85.0548;"";2053
"Georgetown, GA";31.8854;-85.1059;"";2095
"Iron City, GA";31.013;-84.8138;"";1148
"Jakin, GA";31.1824;-85.0121;"";1178
"Leary, GA";31.4849;-84.5128;"";1352
"Morgan, GA";31.5374;-84.5994;"";2346
"Morris, GA";31.8343;-84.9255;"";590
"Newton, GA";31.3164;-84.3367;"";2153
"Parrott, GA";31.8939;-84.5112;"";304
"Sasser, GA";31.7191;-84.3479;"";99
"Shellman, GA";31.7608;-84.6092;"";1439
"Whigham, GA";30.8836;-84.3246;"";3645
"Bagdad, KY";38.2608;-85.0651;"";2038
"Bardstown, KY";37.8083;-85.4613;"";29494
"Bedford, KY";38.5864;-85.3133;"";5008
"Bethlehem, KY";38.4529;-85.0169;"";238
"Bloomfield, KY";37.908;-85.2862;"";3614
"Bradfordsville, KY";37.4662;-85.1436;"";1059
"Buckner, KY";38.3735;-85.4507;"";743
"Campbellsburg, KY";38.5231;-85.1611;"";2229
"Chaplin, KY";37.9025;-85.2015;"";458
"Coxs Creek, KY";37.9125;-85.4658;"";5332
"Crestwood, KY";38.3326;-85.461;"";20649
"Eminence, KY";38.3696;-85.1782;"";3738
"Fairfield, KY";37.934;-85.3862;"";165
"Finchville, KY";38.1561;-85.3476;"";1058
"Fisherville, KY";38.1652;-85.4282;"";4671
"Glenview, KY";38.2997;-85.6487;"";45
"Goshen, KY";38.4113;-85.5708;"";5748
"La Grange, KY";38.403755;-85.42665;"";24597
"Lebanon, KY";37.5658;-85.2668;"";12972
"Lockport, KY";38.4219;-84.9586;"";225
"Loretto, KY";37.6421;-85.4113;"";2670
"Mackville, KY";37.7568;-85.059;"";456
"Masonic Home, KY";38.2536;-85.6622;"";336
"Milton, KY";38.6925;-85.3659;"";3203
"Mount Eden, KY";38.0352;-85.1641;"";1597
"Mount Washington, KY";38.0452;-85.5586;"";20290
"Nazareth, KY";37.8472;-85.4694;"";137
"Nerinx, KY";37.6603;-85.3932;"";108
"New Castle, KY";38.4374;-85.1756;"";1777
"New Haven, KY";37.6438;-85.547;"";4252
"New Hope, KY";37.632;-85.5083;"";655
"Pendleton, KY";38.4809;-85.317;"";2167
"Pewee Valley, KY";38.3039;-85.4834;"";3483
"Pleasureville, KY";38.4314;-85.0326;"";3279
"Port Royal, KY";38.4941;-85.1242;"";73
"Prospect, KY";38.356;-85.6083;"";18614
"Raywick, KY";37.538;-85.43;"";1024
"Saint Francis, KY";37.6047;-85.4251;"";264
"Saint Mary, KY";37.5795;-85.3551;"";420
"Shelbyville, KY";38.20675;-85.218249;"";30359
"Simpsonville, KY";38.2312;-85.3548;"";5368
"Smithfield, KY";38.3933;-85.2656;"";1891
"Springfield, KY";37.7342;-85.2107;"";8617
"Sulphur, KY";38.4921;-85.252;"";428
"Taylorsville, KY";38.0471;-85.3829;"";15470
"Turners Station, KY";38.5521;-85.1019;"";1332
"Waddy, KY";38.1054;-85.1288;"";2301
"Westport, KY";38.4921;-85.4524;"";375
"Willisburg, KY";37.8373;-85.1362;"";2283
"Battletown, KY";38.0393;-86.2991;"";889
"Boston, KY";37.7408;-85.5948;"";2303
"Brandenburg, KY";37.9662;-86.1084;"";12138
"Brooks, KY";38.0546;-85.7713;"";2023
"Clermont, KY";37.9346;-85.6555;"";12
"Cloverport, KY";37.7731;-86.6282;"";1480
"Custer, KY";37.7358;-86.2378;"";577
"Ekron, KY";37.9113;-86.1542;"";2356
"Fairdale, KY";38.1087;-85.7549;"";9433
"Falls Of Rough, KY";37.5522;-86.4836;"";1808
"Fort Knox, KY";37.89195;-85.95625;"";9226
"Garfield, KY";37.8023;-86.4148;"";581
"Guston, KY";37.8951;-86.2155;"";2257
"Hardinsburg, KY";37.7512;-86.4537;"";6119
"Harned, KY";37.8023;-86.4148;"";2092
"Hudson, KY";37.6506;-86.3012;"";669
"Irvington, KY";37.8762;-86.2965;"";4215
"Lebanon Junction, KY";37.8511;-85.7246;"";4202
"Mc Daniels, KY";37.6194;-86.4491;"";679
"Muldraugh, KY";37.9371;-85.9918;"";1240
"Payneville, KY";38.0301;-86.4082;"";685
"Radcliff, KY";37.775101;-85.958663;"";23486
"Rhodelia, KY";38.006;-86.3984;"";140
"Rineyville, KY";37.7525;-85.9954;"";5862
"Shepherdsville, KY";38.0045;-85.6888;"";34538
"Stephensport, KY";37.9048;-86.524;"";247
"Union Star, KY";37.9616;-86.4615;"";274
"Vine Grove, KY";37.8589;-86.0069;"";14329
"Webster, KY";37.9237;-86.3441;"";1057
"West Point, KY";37.9954;-85.9545;"";1610
"Westview, KY";37.6792;-86.4273;"";592
"Louisville, KY";38.208472;-85.696308;"";754492
"Burgin, KY";37.7534;-84.7666;"";539
"Carlisle, KY";38.3212;-84.0279;"";7378
"Clay City, KY";37.8524;-83.9309;"";5551
"Clearfield, KY";38.1287;-83.4425;"";3489
"Denniston, KY";37.9159;-83.538;"";380
"Frenchburg, KY";37.947;-83.6084;"";3016
"Georgetown, KY";38.2117;-84.5562;"";45547
"Gravel Switch, KY";37.5758;-85.0824;"";1154
"Harrodsburg, KY";37.8033;-84.8607;"";19289
"Hope, KY";38.0161;-83.7713;"";128
"Irvine, KY";37.6858;-83.9862;"";12891
"Jeffersonville, KY";37.964;-83.8558;"";4904
"Keene, KY";37.9434;-84.6419;"";0
"Lawrenceburg, KY";38.0189;-84.9299;"";21591
"Means, KY";37.9807;-83.7447;"";923
"Midway, KY";38.1487;-84.6928;"";2748
"Millersburg, KY";38.2963;-84.1513;"";642
"Moorefield, KY";38.2926;-83.8929;"";128
"Morehead, KY";38.199;-83.4436;"";20848
"Mount Sterling, KY";38.0548;-83.9388;"";22360
"Nicholasville, KY";37.8735;-84.572051;"";42478
"Olympia, KY";38.0849;-83.7008;"";673
"Owenton, KY";38.4986;-84.8086;"";6487
"Owingsville, KY";38.1532;-83.7564;"";6691
"Paris, KY";38.20905;-84.249;"";18242
"Perry Park, KY";38.5218;-85.0139;"";0
"Sadieville, KY";38.3908;-84.5384;"";2516
"Salt Lick, KY";38.104;-83.6316;"";3221
"Salvisa, KY";37.9167;-84.8577;"";2126
"Sharpsburg, KY";38.2147;-83.8932;"";1792
"Slade, KY";37.7951;-83.7041;"";15
"Stamping Ground, KY";38.2888;-84.6818;"";3490
"Stanton, KY";37.8223;-83.7853;"";6642
"Versailles, KY";38.04695;-84.7293;"";23301
"Waco, KY";37.7426;-84.1441;"";2569
"Wellington, KY";37.978;-83.4675;"";2076
"Wilmore, KY";37.8602;-84.6714;"";7447
"Winchester, KY";37.98865;-84.1793;"";35365
"Annville, KY";37.3052;-83.9711;"";2351
"Berea, KY";37.648151;-84.287289;"";25945
"Brodhead, KY";37.3815;-84.4336;"";3930
"Crab Orchard, KY";37.4465;-84.4939;"";4307
"Danville, KY";37.64605;-84.77345;"";24971
"Gray Hawk, KY";37.3951;-83.9402;"";109
"Hustonville, KY";37.4595;-84.8528;"";5226
"Junction City, KY";37.5822;-84.8028;"";2155
"Kings Mountain, KY";37.3818;-84.7148;"";1839
"Lancaster, KY";37.6584;-84.5969;"";14374
"Livingston, KY";37.3074;-84.2318;"";847
"Mc Kee, KY";37.4338;-84.0251;"";7846
"Mc Kinney, KY";37.446;-84.6998;"";56
"Mount Vernon, KY";37.3983;-84.3379;"";9548
"Orlando, KY";37.3734;-84.2528;"";949
"Paint Lick, KY";37.6092;-84.4269;"";3240
"Parksville, KY";37.5778;-84.9281;"";1238
"Perryville, KY";37.6375;-84.9665;"";2041
"Ravenna, KY";37.6867;-83.9387;"";1576
"Richmond, KY";37.75125;-84.2951;"";59221
"Sandgap, KY";37.4659;-84.0597;"";275
"Stanford, KY";37.5245;-84.6912;"";11025
"Tyner, KY";37.3693;-83.8619;"";2876
"Waynesburg, KY";37.3499;-84.6655;"";3643
"Lexington, KY";38.029586;-84.484936;"";312515
"Frankfort, KY";38.226056;-84.8739;"";50665
"Corbin, KY";36.9359;-84.1026;"";29674
"East Bernstadt, KY";37.2488;-84.138;"";5653
"Gray, KY";36.9467;-83.9828;"";3409
"Keavy, KY";37.0156;-84.1436;"";960
"Lily, KY";37.0256;-84.0282;"";3247
"London, KY";37.132823;-84.097221;"";41320
"Rockholds, KY";36.8242;-84.104;"";3159
"Siler, KY";36.7025;-83.955;"";557
"Williamsburg, KY";36.747;-84.1394;"";17619
"Woodbine, KY";36.8586;-84.0347;"";1650
"Ages Brookside, KY";36.8654;-83.2879;"";562
"Baxter, KY";36.8749;-83.3141;"";2388
"Benham, KY";36.9648;-82.9485;"";363
"Big Laurel, KY";36.9798;-83.2171;"";51
"Bledsoe, KY";36.934;-83.3242;"";1343
"Calvin, KY";36.7146;-83.6405;"";532
"Cawood, KY";36.7812;-83.2914;"";1355
"Chappell, KY";37.0098;-83.3494;"";5
"Coalgood, KY";36.8202;-83.2445;"";83
"Coldiron, KY";36.8201;-83.4707;"";744
"Cranks, KY";36.7558;-83.1838;"";663
"Cumberland, KY";36.9711;-82.9771;"";3960
"Dayhoit, KY";36.8356;-83.3753;"";416
"Eolia, KY";37.0618;-82.7706;"";791
"Essie, KY";37.0547;-83.4561;"";953
"Evarts, KY";36.8398;-83.2233;"";3614
"Grays Knob, KY";36.7974;-83.2645;"";349
"Gulston, KY";36.7656;-83.3262;"";296
"Harlan, KY";36.7596;-83.3499;"";5357
"Helton, KY";36.9543;-83.4313;"";183
"Holmes Mill, KY";36.8757;-82.9943;"";238
"Hoskinston, KY";37.0773;-83.3916;"";60
"Hulen, KY";36.7714;-83.5551;"";661
"Kenvir, KY";36.8537;-83.1571;"";315
"Lejunior, KY";36.8899;-83.1433;"";398
"Loyall, KY";36.8481;-83.353;"";1103
"Lynch, KY";36.9603;-82.9198;"";742
"Miracle, KY";36.7606;-83.5841;"";755
"Mozelle, KY";37.0037;-83.4135;"";230
"Partridge, KY";37.0129;-82.8795;"";461
"Pathfork, KY";36.7521;-83.4629;"";611
"Putney, KY";36.9039;-83.2381;"";393
"Stinnett, KY";37.0883;-83.3907;"";965
"Totz, KY";36.933;-83.1617;"";410
"Wallins Creek, KY";36.8165;-83.419;"";2304
"Warbranch, KY";36.984;-83.4667;"";487
"Arjay, KY";36.8283;-83.6415;"";1226
"Artemus, KY";36.8388;-83.8329;"";548
"Barbourville, KY";36.8665;-83.8888;"";11963
"Beverly, KY";36.9442;-83.556;"";393
"Big Creek, KY";37.1623;-83.5688;"";279
"Bimble, KY";36.8868;-83.8282;"";667
"Bryants Store, KY";36.7708;-83.9009;"";336
"Cannon, KY";36.9195;-83.851;"";575
"Closplint, KY";36.8713;-83.0414;"";235
"Flat Lick, KY";36.829;-83.7702;"";2796
"Fourmile, KY";36.7934;-83.7419;"";165
"Frakes, KY";36.607;-83.9484;"";661
"Garrard, KY";37.1237;-83.7463;"";389
"Girdler, KY";36.9691;-83.8539;"";731
"Green Road, KY";36.8713;-83.83;"";178
"Heidrick, KY";36.8904;-83.8716;"";855
"Hinkle, KY";36.9362;-83.8045;"";923
"Kettle Island, KY";36.8093;-83.5892;"";346
"Manchester, KY";37.1511;-83.7793;"";18284
"Mary Alice, KY";36.7843;-83.3299;"";14
"Middlesboro, KY";36.6172;-83.7231;"";13176
"Oneida, KY";37.2695;-83.6491;"";1166
"Pineville, KY";36.7159;-83.7668;"";9947
"Roark, KY";37.0438;-83.4949;"";172
"Scalf, KY";36.9327;-83.6901;"";430
"Sextons Creek, KY";37.333;-83.7666;"";521
"Stoney Fork, KY";36.8323;-83.5346;"";480
"Trosper, KY";36.761;-83.8155;"";204
"Walker, KY";36.8911;-83.6616;"";384
"Alexandria, KY";38.9406;-84.3943;"";16836
"Augusta, KY";38.763;-83.9954;"";2375
"Berry, KY";38.516;-84.3611;"";2578
"Brooksville, KY";38.6644;-84.0786;"";4361
"Burlington, KY";39.015;-84.7736;"";23140
"Butler, KY";38.8013;-84.3446;"";4356
"California, KY";38.9056;-84.3171;"";3952
"Carrollton, KY";38.6696;-85.173;"";6938
"Corinth, KY";38.5302;-84.5846;"";4032
"Covington, KY";39.022341;-84.524596;"";38660
"Latonia, KY";39.0217;-84.4989;"";21179
"Ft Mitchell, KY";39.03;-84.559;"";39815
"Erlanger, KY";39.0082;-84.5977;"";27278
"Crittenden, KY";38.7741;-84.5982;"";5775
"Cynthiana, KY";38.3964;-84.2949;"";15915
"De Mossville, KY";38.7623;-84.4859;"";1907
"Dover, KY";38.691;-83.8718;"";978
"Dry Ridge, KY";38.7049;-84.6237;"";10510
"Ewing, KY";38.4157;-83.8733;"";2587
"Falmouth, KY";38.6643;-84.3451;"";7392
"Flemingsburg, KY";38.428;-83.708;"";7521
"Florence, KY";38.978262;-84.694912;"";51835
"Foster, KY";38.7506;-84.1566;"";1621
"Germantown, KY";38.6357;-83.99;"";899
"Ghent, KY";38.7188;-85.0557;"";1998
"Glencoe, KY";38.7229;-84.8116;"";1220
"Hebron, KY";39.0755;-84.7007;"";15417
"Hillsboro, KY";38.2929;-83.6697;"";2440
"Independence, KY";38.9354;-84.5479;"";29317
"Jonesville, KY";38.6398;-84.7755;"";72
"Mayslick, KY";38.522;-83.861;"";1926
"Maysville, KY";38.6207;-83.8067;"";13933
"Melbourne, KY";39.0067;-84.3538;"";2539
"Minerva, KY";38.7196;-83.9103;"";43
"Morning View, KY";38.8394;-84.5069;"";3300
"Mount Olivet, KY";38.5218;-84.048;"";1869
"Newport, KY";39.002535;-84.414298;"";39329
"Bellevue, KY";39.1024;-84.4787;"";5844
"Dayton, KY";39.1114;-84.4712;"";5420
"Fort Thomas, KY";39.0786;-84.4523;"";16439
"Petersburg, KY";39.0416;-84.8371;"";2161
"Sanders, KY";38.661;-84.9732;"";1376
"Silver Grove, KY";39.0343;-84.3908;"";874
"Sparta, KY";38.7256;-84.8813;"";2938
"Union, KY";38.9435;-84.7274;"";18708
"Verona, KY";38.839;-84.6907;"";3744
"Wallingford, KY";38.3374;-83.5625;"";2588
"Walton, KY";38.8875;-84.6328;"";14840
"Warsaw, KY";38.7807;-84.8496;"";3223
"Williamstown, KY";38.6292;-84.5744;"";7776
"Worthville, KY";38.6179;-85.0663;"";1735
"Ashland, KY";38.408653;-82.68826;"";39511
"Argillite, KY";38.4322;-82.8094;"";1249
"Blaine, KY";38.027;-82.8513;"";1396
"Catlettsburg, KY";38.3799;-82.6321;"";10463
"Denton, KY";38.2597;-82.8562;"";393
"Emerson, KY";38.3563;-83.2877;"";132
"Flatwoods, KY";38.5188;-82.7212;"";8160
"Garrison, KY";38.5869;-83.2;"";2196
"Grahn, KY";38.2897;-83.0811;"";117
"Grayson, KY";38.3326;-82.9485;"";14614
"Greenup, KY";38.5368;-82.9191;"";10117
"Hitchins, KY";38.2766;-82.8982;"";388
"Isonville, KY";38.0462;-83.0506;"";601
"Martha, KY";38.0152;-82.9558;"";331
"Olive Hill, KY";38.3001;-83.1741;"";13258
"Quincy, KY";38.6271;-83.1056;"";1243
"Rush, KY";38.3089;-82.7476;"";2592
"Russell, KY";38.5173;-82.6977;"";5872
"Sandy Hook, KY";38.1316;-83.0797;"";4627
"South Portsmouth, KY";38.7087;-83.0162;"";1003
"South Shore, KY";38.7148;-82.9366;"";5430
"Vanceburg, KY";38.4699;-83.2702;"";7476
"Webbville, KY";38.1634;-82.7897;"";1025
"Worthington, KY";38.5511;-82.7396;"";1424
"Tollesboro, KY";38.5723;-83.5605;"";2393
"Adams, KY";38.0741;-82.7447;"";125
"Beauty, KY";37.8401;-82.439;"";590
"Boons Camp, KY";37.8216;-82.6704;"";473
"Debord, KY";37.8001;-82.5594;"";511
"East Point, KY";37.7579;-82.8182;"";1357
"Flatgap, KY";37.9231;-82.9221;"";2105
"Hagerhill, KY";37.7805;-82.8416;"";2107
"Inez, KY";37.8754;-82.5337;"";6532
"Keaton, KY";37.9856;-82.9602;"";307
"Louisa, KY";38.1043;-82.6056;"";12013
"Lovely, KY";37.8259;-82.4013;"";1049
"Lowmansville, KY";37.9315;-82.7349;"";826
"Meally, KY";37.8078;-82.7415;"";533
"Oil Springs, KY";37.8101;-82.9424;"";667
"Paintsville, KY";37.8242;-82.7945;"";7311
"Pilgrim, KY";37.7379;-82.4523;"";1254
"River, KY";37.8795;-82.7251;"";467
"Sitka, KY";37.8922;-82.8446;"";1269
"Staffordsville, KY";37.8253;-82.8823;"";2400
"Stambaugh, KY";37.9166;-82.8034;"";484
"Thelma, KY";37.822;-82.7526;"";1035
"Tomahawk, KY";37.8687;-82.5971;"";1236
"Tutor Key, KY";37.8507;-82.7602;"";461
"Ulysses, KY";37.9416;-82.6739;"";295
"Van Lear, KY";37.7481;-82.7054;"";1649
"Warfield, KY";37.875;-82.4386;"";864
"West Van Lear, KY";37.7862;-82.7807;"";434
"Williamsport, KY";37.8313;-82.7264;"";248
"Wittensville, KY";37.8703;-82.81;"";718
"Campton, KY";37.7287;-83.494;"";6030
"Beattyville, KY";37.5999;-83.714;"";6713
"Booneville, KY";37.4965;-83.6574;"";4859
"Clayhole, KY";37.4476;-83.1892;"";129
"Hazel Green, KY";37.7981;-83.421;"";1180
"Jackson, KY";37.4868;-83.2913;"";11071
"Lost Creek, KY";37.4418;-83.2976;"";1088
"Mize, KY";37.8235;-83.3335;"";795
"Pine Ridge, KY";37.7749;-83.6321;"";409
"Rogers, KY";37.7093;-83.6314;"";447
"Rousseau, KY";37.5946;-83.2187;"";11
"Rowdy, KY";37.397;-83.227;"";201
"Vancleve, KY";37.6477;-83.3806;"";421
"Whick, KY";37.4102;-83.3747;"";11
"Zoe, KY";37.6867;-83.6702;"";20
"Cannel City, KY";37.7901;-83.2741;"";451
"Elkfork, KY";37.9708;-83.1193;"";331
"Ezel, KY";37.8912;-83.4444;"";1155
"Royalton, KY";37.6751;-83.0218;"";658
"Salyersville, KY";37.7325;-83.0298;"";11710
"West Liberty, KY";37.9215;-83.2596;"";10318
"Pikeville, KY";37.4977;-82.51805;"";23630
"South Williamson, KY";37.667;-82.2886;"";529
"Ashcamp, KY";37.2589;-82.4613;"";857
"Belcher, KY";37.3478;-82.3406;"";398
"Belfry, KY";37.6401;-82.2573;"";2822
"Burdine, KY";37.1893;-82.599;"";115
"Canada, KY";37.5899;-82.3308;"";1258
"Elkhorn City, KY";37.3109;-82.4091;"";5104
"Fedscreek, KY";37.4266;-82.2562;"";164
"Fords Branch, KY";37.4332;-82.511;"";71
"Forest Hills, KY";37.6432;-82.2991;"";897
"Freeburn, KY";37.5512;-82.1434;"";1004
"Hardy, KY";37.5928;-82.2328;"";876
"Hellier, KY";37.2876;-82.4713;"";264
"Huddy, KY";37.5964;-82.2797;"";433
"Jenkins, KY";37.1911;-82.6513;"";5243
"Jonancy, KY";37.4706;-82.3488;"";74
"Kimper, KY";37.5068;-82.3271;"";1470
"Lick Creek, KY";37.3592;-82.3092;"";275
"Mc Andrews, KY";37.5624;-82.2803;"";542
"Mc Carr, KY";37.5969;-82.1674;"";873
"Majestic, KY";37.5311;-82.0916;"";235
"Mouthcard, KY";37.3815;-82.2727;"";817
"Phelps, KY";37.4987;-82.1584;"";2040
"Phyllis, KY";37.4484;-82.2985;"";957
"Pinsonfork, KY";37.5466;-82.2621;"";746
"Raccoon, KY";37.4935;-82.4221;"";1781
"Ransom, KY";37.5426;-82.2085;"";819
"Regina, KY";37.3744;-82.3831;"";410
"Robinson Creek, KY";37.3799;-82.5616;"";310
"Shelbiana, KY";37.4063;-82.4673;"";2869
"Shelby Gap, KY";37.2311;-82.5286;"";457
"Sidney, KY";37.6076;-82.3648;"";1165
"Steele, KY";37.4029;-82.2071;"";883
"Stone, KY";37.5859;-82.271;"";212
"Stopover, KY";37.5093;-82.0784;"";780
"Varney, KY";37.6275;-82.4356;"";546
"Virgie, KY";37.3197;-82.6114;"";3778
"Allen, KY";37.6074;-82.7225;"";784
"Auxier, KY";37.737;-82.7582;"";527
"Banner, KY";37.5707;-82.6806;"";1411
"Beaver, KY";37.3774;-82.6869;"";397
"Betsy Layne, KY";37.5555;-82.6267;"";709
"Bevinsville, KY";37.3465;-82.7403;"";725
"Blue River, KY";37.6253;-82.8418;"";612
"Bypro, KY";37.3465;-82.7165;"";107
"Dana, KY";37.5467;-82.6705;"";764
"David, KY";37.5767;-82.8708;"";517
"Drift, KY";37.4933;-82.7575;"";364
"Dwale, KY";37.6246;-82.7227;"";281
"Eastern, KY";37.517;-82.806;"";235
"Garrett, KY";37.4798;-82.8316;"";1460
"Grethel, KY";37.4576;-82.6645;"";1576
"Gunlock, KY";37.5892;-82.9452;"";519
"Harold, KY";37.5368;-82.6332;"";2725
"Hi Hat, KY";37.3994;-82.7292;"";883
"Hueysville, KY";37.5087;-82.8518;"";1069
"Ivel, KY";37.5956;-82.6463;"";548
"Lackey, KY";37.471;-82.8294;"";105
"Langley, KY";37.5381;-82.7976;"";1677
"Mc Dowell, KY";37.4355;-82.7203;"";1614
"Martin, KY";37.5708;-82.7819;"";2121
"Melvin, KY";37.3536;-82.6763;"";588
"Prestonsburg, KY";37.661;-82.7636;"";11183
"Printer, KY";37.5055;-82.706;"";1009
"Stanville, KY";37.5741;-82.6271;"";307
"Teaberry, KY";37.422;-82.6405;"";629
"Tram, KY";37.5725;-82.6452;"";471
"Wayland, KY";37.4367;-82.801;"";1155
"Weeksbury, KY";37.317;-82.7041;"";763
"Wheelwright, KY";37.3314;-82.7156;"";868
"Hazard, KY";37.2739;-83.1922;"";17528
"Ary, KY";37.3638;-83.1546;"";282
"Avawam, KY";37.2254;-83.2736;"";93
"Bear Branch, KY";37.1939;-83.5035;"";260
"Bonnyman, KY";37.2983;-83.2544;"";911
"Buckhorn, KY";37.301;-83.4936;"";519
"Bulan, KY";37.315;-83.1561;"";1447
"Busy, KY";37.2632;-83.3007;"";1318
"Carrie, KY";37.3318;-83.0327;"";242
"Chavies, KY";37.3479;-83.3563;"";762
"Combs, KY";37.2649;-83.2174;"";153
"Cornettsville, KY";37.134;-83.0768;"";1005
"Delphia, KY";37.0233;-83.0956;"";177
"Dwarf, KY";37.3394;-83.1303;"";59
"Emmalena, KY";37.3499;-83.0471;"";835
"Gays Creek, KY";37.3353;-83.4347;"";312
"Happy, KY";37.2101;-83.0917;"";560
"Hyden, KY";37.1877;-83.4169;"";3446
"Jeff, KY";37.2184;-83.1427;"";397
"Krypton, KY";37.3003;-83.3219;"";277
"Sassafras, KY";37.2207;-83.0552;"";211
"Scuddy, KY";37.1971;-83.0817;"";4
"Sizerock, KY";37.2187;-83.4974;"";110
"Slemp, KY";37.0705;-83.1136;"";626
"Smilax, KY";37.1214;-83.2539;"";848
